borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,notes,borocd,councildist,ct2010,latitude,longitude,precinct,object_id,location_point,_assembly_district,_congress_district,dsny_district,_dsny_section,dsny_zone,senate_district,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,website,app_android,app_ios,bbl,bin
Manhattan,Inwood,NE West 212th Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",112,10,1030300,40.868433,-73.91832768,34,42209,"{'type': 'Point', 'coordinates': [-73.91832768, 40.868433]}",72,13,MN12,MN124,MN,31,13092,47,4,39,22,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=411,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364103'},,
Queens,Corona,Corona Greenmarket,"Roosevelt Ave at 103 Street, Queens",GrowNYC,Year Round,Friday (Start Time: 8:00 AM - End Time:  1:30 PM),"No meat, bones, or dairy",404,21,4040501,40.749728,-73.862513,110,42505,"{'type': 'Point', 'coordinates': [-73.862513, 40.749728]}",39,14,QW04,QW043,QW,13,14510,66,3,21,68,grownyc.org/compost,,,,
Brooklyn,Prospect Heights,NE Underhill Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3020700,40.67617742,-73.96627855,77,42135,"{'type': 'Point', 'coordinates': [-73.96627855, 40.67617742]}",44,10,BKN08,BKN081,BKN,20,13829,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=164,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363856'},,
Bronx,Norwood,Museum of Bronx History,"3266 Bainbridge Avenue, Bronx, NY 10467",Museum of Bronx History,July - September,"Alternating Tuesdays: 7/11, 7/25, 8/8, 8/22, 9/5, 9/19 (Start Time: 11:00 AM - End Time:  3:00 PM)",,207,11,2042300,40.8774032,-73.8794743,52,42473,"{'type': 'Point', 'coordinates': [-73.8794743, 40.8774032]}",81,15,BX07,BX073,BX,33,11605,24,5,40,34,https://bronxhistoricalsociety.org/museum,,,,
Manhattan,West Village,Hudson River Park's Pier 40 at W. Houston St.,Pier 40 at Houston St. near dog park,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,102,3,1006900,40.7298117,-74.0110087,6,42241,"{'type': 'Point', 'coordinates': [-74.0110087, 40.7298117]}",66,10,MN02,MN021,MN,27,12077,57,4,10,3,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,,,,
Queens,Astoria (Central),NW 31st Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4006100,40.76208812,-73.92557334,114,41987,"{'type': 'Point', 'coordinates': [-73.92557334, 40.76208812]}",36,14,QW01,QW013,QW,59,16863,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=61,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363753'},,
Brooklyn,Bedford-Stuyvesant (East),SW Patchen Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3038300,40.68513799,-73.92664053,81,42048,"{'type': 'Point', 'coordinates': [-73.92664053, 40.68513799]}",56,8,BKN03,BKN034,BKN,25,13516,69,2,49,52,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=79,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363771'},,
Brooklyn,Bushwick (East),NW Knickerbocker Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3043700,40.69389144,-73.90959073,83,42109,"{'type': 'Point', 'coordinates': [-73.90959073, 40.69389144]}",54,7,BKN04,BKN043,BKN,18,13828,42,2,37,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=140,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363832'},,
Brooklyn,Bedford-Stuyvesant (West),SE Bedford Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,33,3024100,40.69300171,-73.9556798,79,42077,"{'type': 'Point', 'coordinates': [-73.9556798, 40.69300171]}",57,8,BKN03,BKN031,BKN,25,17212,69,2,38,51,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=99,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363791'},,
Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Hoyt,"Northwest corner of Hoyt Avenue North and 21st Street, in a courtyard that’s officially called SITTING AREA",Astoria Pug,Year Round,Saturday: After 9 AM (Start Time: Varies - End Time:  Varies),,401,22,4009500,40.77538,-73.92302,114,42019,"{'type': 'Point', 'coordinates': [-73.92302, 40.77538]}",36,14,QW01,QW011,QW,59,16859,39,3,4,72,https://www.instagram.com/astoriapug/?hl=en,,,,
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Greene Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,37,3044300,40.70324915,-73.91453684,83,42114,"{'type': 'Point', 'coordinates': [-73.91453684, 40.70324915]}",53,7,BKN04,BKN042,BKN,18,13828,42,2,37,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=154,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363846'},,
Manhattan,West Village,SE 7 Ave & W 13 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",102,3,1007100,40.73776704,-74.00006544,6,42246,"{'type': 'Point', 'coordinates': [-74.00006544, 40.73776704]}",66,10,MN02,MN023,MN,47,12074,57,4,10,3,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=316,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364008'},,
Manhattan,Upper East Side-Yorkville,SW 2nd Avenue & 86th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1014601,40.77779122,-73.95197613,19,42285,"{'type': 'Point', 'coordinates': [-73.95197613, 40.77779122]}",76,12,MN08,MN084,MN,28,12425,23,4,1,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=246,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363938'},,
Manhattan,Stuyvesant Town-Peter Cooper Village,NW of Ave B & E 14 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",106,4,1004400,40.72946703,-73.97803,13,42346,"{'type': 'Point', 'coordinates': [-73.97803, 40.72946703]}",74,12,MN06,MN061,MN,59,11729,71,4,51,7,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=286,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363978'},,
Brooklyn,Bedford-Stuyvesant (East),NW Patchen Avenue & Fulton Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3038100,40.6792579,-73.92542146,81,42051,"{'type': 'Point', 'coordinates': [-73.92542146, 40.6792579]}",56,8,BKN03,BKN034,BKN,25,13516,69,2,49,52,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=81,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363773'},,
Queens,Astoria (Central),Astoria Pug: Most Precious Blood,"32-23 36th St, Queens, NY 11106 (inside parking lot)",Astoria Pug,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,401,22,4005900,40.75914,-73.92146,114,41992,"{'type': 'Point', 'coordinates': [-73.92146, 40.75914]}",36,14,QW01,QW014,QW,59,16860,39,3,4,72,https://www.instagram.com/astoriapug/?hl=en,,,,
Manhattan,West Village,Abingdon Square Greenmarket,W 12th St and 8th Ave,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  2:00 PM),,102,3,1007700,40.737472,-74.005095,6,42253,"{'type': 'Point', 'coordinates': [-74.005095, 40.737472]}",66,10,MN02,MN023,MN,27,12077,57,4,10,3,grownyc.org/compost,,,,
Manhattan,Upper West Side-Manhattan Valley,SE Broadway & W 109 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,7,1019500,40.80348382,-73.96686314,24,42414,"{'type': 'Point', 'coordinates': [-73.96686314, 40.80348382]}",69,13,MN07,MN075,MN,30,12422,20,4,23,15,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=374,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364066'},,
Manhattan,Manhattanville-West Harlem,NW West 126th St & Morningside Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",109,7,1021303,40.8121979,-73.95354006,26,42167,"{'type': 'Point', 'coordinates': [-73.95354006, 40.8121979]}",70,13,MN09,MN092,MN,30,12424,37,4,23,17,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=185,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363877'},,
Queens,Jamaica,King Manor Museum,"150-03 Jamaica Ave, Jamaica, NY 11432",King Manor Museum,Year Round,"Friday and Saturday (Start Time: Friday 10 AM; Saturday 9:30 - End Time:  Friday 4:00 PM, Saturday 2:30 PM)",,412,27,4024000,40.70216,-73.80445,103,42561,"{'type': 'Point', 'coordinates': [-73.80445, 40.70216]}",32,5,QE12,QE121,QE,14,24340,41,3,24,61,https://www.kingmanor.org/,,,,
Manhattan,Upper West Side-Lincoln Square,NW CO  9th Ave & West 59th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1014500,40.76927318,-73.98478296,20,42382,"{'type': 'Point', 'coordinates': [-73.98478296, 40.76927318]}",67,12,MN07,MN071,MN,47,12081,20,4,10,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=341,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364033'},,
Manhattan,Hamilton Heights-Sugar Hill,145th St Food Scrap Drop-off,145th St & Edgecombe Ave,GrowNYC,Year Round,Thursday (Start Time: 7:30 AM - End Time:  12:00 PM),,110,9,1023100,40.823692,-73.943764,30,42182,"{'type': 'Point', 'coordinates': [-73.943764, 40.823692]}",71,13,MN10,MN104,MN,30,12428,18,4,36,19,grownyc.org/compost,,,,
Brooklyn,East New York (North),East New York Farms: Nehemiah Ten Community Garden,"565 Barbey St, Brooklyn, NY 11207",East New York Farms,Year Round,Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tuesday from 6:30pm - 8pm; Friday from 6:30pm - 8pm; Saturday from 8am - 2pm (Start Time: Sunday from 9am - 3pm; Monday from 6:30pm - 8pm; Tu,,305,42,3116200,40.6688541,-73.8857006,75,42517,"{'type': 'Point', 'coordinates': [-73.8857006, 40.6688541]}",60,8,BKN05,BKN054,BKN,19,17214,45,2,25,47,ucceny.org/enyf-old/compost/,,,,
Manhattan,Washington Heights (South),SW Amsterdam Avenue & West 160th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",112,10,1024500,40.83478846,-73.94085858,33,42214,"{'type': 'Point', 'coordinates': [-73.94085858, 40.83478846]}",72,13,MN12,MN121,MN,31,13090,47,4,23,21,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=402,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364094'},,
Manhattan,Upper West Side (Central),SW W 89 St & Amsterdam Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1017500,40.78957914,-73.97379657,24,42401,"{'type': 'Point', 'coordinates': [-73.97379657, 40.78957914]}",67,12,MN07,MN073,MN,47,12421,20,4,19,15,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=356,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364048'},,
Brooklyn,Crown Heights (North),NW New York Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,36,3031701,40.67428152,-73.94742765,77,42150,"{'type': 'Point', 'coordinates': [-73.94742765, 40.67428152]}",43,9,BKN08,BKN082,BKN,20,17618,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=172,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363864'},,
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3024500,40.68434297,-73.95393368,79,42071,"{'type': 'Point', 'coordinates': [-73.95393368, 40.68434297]}",57,8,BKN03,BKN032,BKN,25,17618,69,2,49,51,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=95,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363787'},,
Bronx,Belmont,NW East 183rd Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",206,15,2038500,40.8553543,-73.89307771,48,42461,"{'type': 'Point', 'coordinates': [-73.89307771, 40.8553543]}",78,15,BX06,BX061,BX,33,10936,35,5,22,31,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=431,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364123'},,
Manhattan,West Village,SW Hudson St & Christopher St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",102,3,1006900,40.73287635,-74.00655867,6,42242,"{'type': 'Point', 'coordinates': [-74.00655867, 40.73287635]}",66,10,MN02,MN022,MN,27,12077,57,4,10,3,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=318,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364010'},,
Brooklyn,The Evergreens Cemetery,Aberdeen Community Garden,"91 Aberdeen St, Brooklyn, 11207",BK Rot,Year Round,"Sunday (Start Time: 1:00 PM - End Time:  December-February 4:00 PM, March-November 5:00 PM)",,304,37,3040700,40.6840598,-73.9050492,83,42099,"{'type': 'Point', 'coordinates': [-73.9050492, 40.6840598]}",54,7,BKN04,BKN043,BKN,18,17214,42,2,37,53,www.bkrot.org,,,,
Manhattan,East Midtown-Turtle Bay,NW of Lexington Ave & E 48 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",105,4,1009200,40.75544387,-73.97332562,18,42314,"{'type': 'Point', 'coordinates': [-73.97332562, 40.75544387]}",73,12,MN05,MN052,MN,28,10358,11,4,51,10,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=276,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363968'},,
Bronx,University Heights (South)-Morris Heights,SE West Tremont Avenue & University Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",205,14,2021502,40.85034468,-73.9153102,46,42446,"{'type': 'Point', 'coordinates': [-73.9153102, 40.85034468]}",77,13,BX05,BX051,BX,31,10931,6,5,29,29,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=421,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364113'},,
Manhattan,Stuyvesant Town-Peter Cooper Village,SW Ave C & E 18 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",106,4,1004400,40.73090907,-73.97406496,13,42345,"{'type': 'Point', 'coordinates': [-73.97406496, 40.73090907]}",74,12,MN06,MN061,MN,59,11729,71,4,51,7,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=285,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363977'},,
Manhattan,Financial District-Battery Park City,NW 1ST PL & Little West St.,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",101,1,1031704,40.70584703,-74.0170474,1,42231,"{'type': 'Point', 'coordinates': [-74.0170474, 40.70584703]}",61,10,MN01,MN011,MN,27,10367,56,4,32,1,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=226,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363918'},,
Brooklyn,Dyker Heights,Lief Ericson Park Food Scrap Drop-off Site,Fort Hamilton Pkwy b/t 66 & 67 Sts,GrowNYC,Year Round,Wednesdays (Start Time: 8:30 AM - End Time:  12:30 PM),,310,38,3012801,40.62988,-74.010582,68,42493,"{'type': 'Point', 'coordinates': [-74.010582, 40.62988]}",49,10,BKS10,BKS104,BKS,17,17621,10,2,44,41,grownyc.org/compost,,,,
